video_id,trending_date,title,channel_title,category_id,category_name,publish_time,tags,views,likes,dislikes,comment_count,comments_disabled,ratings_disabled,description,country
CjX-8kADrEQ,2024-11-14,I Spent 7 Days Coding an App,Vlad and Niki,22,People & Blogs,2024-10-25T15:20:00.000Z,people|blogs|viral|the algorithm|trending,1408301,164851,22264,32575,False,True,Watch this video about amazon. Subscribe for more!,US
0SFpgmIM89S,2023-11-03,Reacting To the Government,5-Minute Crafts,26,Howto & Style,2023-10-05T22:03:00.000Z,ai|eating only pizza|trending|coding an app|style|viral,3420500,204676,84663,120773,False,False,Watch this video about science. Subscribe for more!,AU
6n5ePLxCRPS,2022-06-23,Why the Internet Changed Everything,Smosh,26,Howto & Style,2022-06-20T09:46:00.000Z,style|history|howto|the ocean|trending|viral|youtube,3603018,90529,75561,128423,False,False,Watch this video about food. Subscribe for more!,DE
OKOGBROQfm0,2022-12-15,Rating AI With an Expert,Like Nastya,22,People & Blogs,2022-11-19T12:18:00.000Z,the algorithm|viral|food|trending|people,4139269,143960,25769,129745,False,False,Watch this video about ai. Subscribe for more!,MX
Dp8gdO9Fot6,2022-11-14,Building the Government From Scratch,Zee Music,10,Music,2022-10-20T05:04:00.000Z,music|amazon|trending|the internet|swimming with sharks,5066175,335012,97905,71678,False,False,Watch this video about famous youtubers. Subscribe for more!,BR
-zxyFPImOsx,2022-01-19,How TikTok Actually Works,PewDiePie,17,Sports,2022-01-01T10:12:00.000Z,amazon|sports|viral|youtube|the algorithm|trending,485525,26965,4651,7301,False,False,Watch this video about money. Subscribe for more!,MX
2hPMs0zufii,2024-01-25,We Tried AI So You Don't Have To,ESPN,23,Comedy,2024-01-08T12:17:00.000Z,space|youtube|trending|music|viral,17245442,460396,152902,598351,False,False,Watch this video about the internet. Subscribe for more!,FR
klCGl70c3jc,2023-09-27,I Spent 30 Days Building a House,Sony Music,10,Music,2023-09-15T14:46:00.000Z,swimming with sharks|youtube|viral|eating only pizza|the ocean|trending|music,2029867,75060,6570,29473,False,False,Watch this video about the internet. Subscribe for more!,IN
hp-1HdkkCXE,2022-06-14,How Minecraft Actually Works,Universal Music,10,Music,2022-06-08T02:48:00.000Z,swimming with sharks|trending|the ocean|building a house|music,14489682,755910,206849,128425,True,False,Watch this video about climate change. Subscribe for more!,US
U7HTHLq-5S3,2023-04-26,I Spent 24 Days Building a House,Jimmy Fallon,24,Entertainment,2023-04-22T19:25:00.000Z,the ocean|the algorithm|viral|coding an app,4025699,353626,6219,63259,False,False,Watch this video about the government. Subscribe for more!,MX
6mBG2NPvB0H,2023-10-07,How AI Actually Works,Linus Tech Tips,28,Science & Technology,2023-09-14T12:12:00.000Z,science|technology|this challenge|history|breaking a world record,1145904,89361,19966,38884,False,False,Watch this video about this challenge. Subscribe for more!,CA
JuY0P3_Rxpt,2022-01-31,Reacting To Space,BTS,10,Music,2022-01-22T17:37:00.000Z,eating only pizza|famous youtubers|music|trending|history|tiktok|viral|coding an app,12263485,425746,57266,389569,False,False,Watch this video about youtube. Subscribe for more!,BR
esGSv9-Rnn4,2024-04-14,Why Minecraft Changed Everything,Tasty,24,Entertainment,2024-04-08T03:17:00.000Z,living underground|trending|swimming with sharks|the government|food|youtube|viral|amazon,6614456,185057,116617,71041,False,False,Watch this video about the internet. Subscribe for more!,DE
htVusMH3LSv,2023-12-26,The Truth About TikTok,Dude Perfect,17,Sports,2023-12-05T05:01:00.000Z,living underground|youtube|trending|ai|the ocean|coding an app,32414338,2357276,62675,906134,False,False,Watch this video about the ocean. Subscribe for more!,US
jvnuLHRj3JL,2022-02-14,Why Food Changed Everything,PewDiePie,20,Gaming,2022-01-18T11:01:00.000Z,trending|viral|tiktok|ai|breaking a world record|youtube|gaming,30770385,1416775,426512,540418,False,False,Watch this video about music. Subscribe for more!,BR
zrHu2cmmnyP,2024-04-10,Building Science From Scratch,A24,1,Film & Animation,2024-03-15T02:36:00.000Z,coding an app|trending|music|viral|animation|film|youtube,1747413,104814,34377,38676,False,False,Watch this video about this experiment. Subscribe for more!,US
j7UvHBgcZaY,2023-12-27,I Challenged AI,Ellen,24,Entertainment,2023-11-27T17:08:00.000Z,entertainment|the algorithm|100 fans|youtube,4612970,203632,64841,94447,False,False,Watch this video about science. Subscribe for more!,CA
MqrS8i0KXQ-,2023-04-01,Rating Money With my Friends,CollegeHumor,23,Comedy,2023-03-21T22:34:00.000Z,trending|youtube|learning a new language|this challenge|swimming with sharks|viral|food,2140407,62309,14468,22245,False,False,Watch this video about the algorithm. Subscribe for more!,BR
d6xUxUd51c4,2024-07-27,this Experiment Is Not What You Think,Gordon Ramsay,26,Howto & Style,2024-07-23T05:09:00.000Z,style|viral|howto|ai|trending|the algorithm|the government,1267748,42947,6079,15621,False,False,Watch this video about science. Subscribe for more!,DE
wT_jFVqJBaB,2022-05-15,Building AI From Scratch,Dude Perfect,24,Entertainment,2022-05-03T12:34:00.000Z,trending|entertainment|youtube|coding an app|this challenge|viral,651202,26555,10856,7671,False,False,Watch this video about history. Subscribe for more!,CA
57UeIOBtLfz,2024-10-03,We Tried History So You Don't Have To,Veritasium,28,Science & Technology,2024-09-07T04:19:00.000Z,the algorithm|trending|youtube|viral|the ocean|100 fans,720291,28275,14492,13390,False,False,Watch this video about science. Subscribe for more!,JP
dsPzv9YucmH,2024-08-31,Why the Government Changed Everything,MrBeast,24,Entertainment,2024-08-05T08:12:00.000Z,eating only pizza|youtube|the government|living underground|amazon|viral|this experiment,3267841,159481,57764,123661,False,False,Watch this video about youtube. Subscribe for more!,JP
u0Y2TQd9oOn,2023-06-10,The Truth About the Internet,Marvel,1,Film & Animation,2023-05-19T07:41:00.000Z,food|film|the algorithm|ai|viral|trending|building a house,4776528,215745,86570,84787,False,False,Watch this video about the algorithm. Subscribe for more!,FR
8TFE-kR3jk2,2024-03-01,1 vs 1: the Internet Edition,NowThis News,25,News & Politics,2024-02-15T03:38:00.000Z,news|space|the algorithm|trending|climate change|viral,506339,17484,9892,16454,False,False,Watch this video about science. Subscribe for more!,IN
j2w7tzF4VHo,2022-12-23,Rating the Ocean With PewDiePie,A24,20,Gaming,2022-11-25T02:01:00.000Z,youtube|tiktok|swimming with sharks|gaming|viral|breaking a world record|trending,9064513,837359,223981,234708,False,False,Watch this video about tiktok. Subscribe for more!,FR
6Q3yGo_GoBP,2022-03-01,The REAL Reason Behind Music,CNN,25,News & Politics,2022-02-03T02:55:00.000Z,music|news|politics|100 fans|viral|food|youtube|eating only pizza,1414448,84635,1653,15927,False,False,Watch this video about this challenge. Subscribe for more!,MX
drsgJYD8odX,2022-04-25,Rating TikTok With 100 Kids,WWE,17,Sports,2022-03-26T18:50:00.000Z,living underground|youtube|eating only pizza|sports|trending|science|surviving on $1|viral|climate change,1188847,49034,24822,17742,False,False,Watch this video about food. Subscribe for more!,MX
Q8jjLBLzTpX,2024-10-15,Building the Internet From Scratch,Gordon Ramsay,26,Howto & Style,2024-10-10T19:02:00.000Z,trending|youtube|climate change|surviving on $1|style|viral,7155459,314421,116873,175978,False,False,Watch this video about amazon. Subscribe for more!,GB
vRmR5zOEJqJ,2023-10-20,We Tried Climate Change So You Don't Have To,Kurzgesagt,27,Education,2023-10-08T21:38:00.000Z,minecraft|youtube|learning a new language|the internet|trending|viral,3039222,313088,41008,114477,False,False,Watch this video about music. Subscribe for more!,US
E1-LP690jW2,2024-05-20,The REAL Reason Behind this Experiment,CollegeHumor,23,Comedy,2024-05-15T14:32:00.000Z,this experiment|ai|the government|famous youtubers|youtube|food|coding an app|viral|trending,7512324,515966,34163,48752,False,True,Watch this video about the government. Subscribe for more!,DE
ednPZ2mZTxp,2024-01-02,Building the Algorithm From Scratch,Vice,25,News & Politics,2023-12-10T06:40:00.000Z,eating only pizza|coding an app|youtube|100 fans|news|music|politics|viral|living underground,11687682,696909,65604,197462,False,False,Watch this video about food. Subscribe for more!,JP
5oUDYBqQQHN,2023-05-05,I Spent 1 Days Coding an App,Cocomelon,1,Film & Animation,2023-04-09T02:17:00.000Z,film|youtube|building a house|the ocean|this experiment|viral|animation|trending|the government,2708319,121909,54580,71991,False,False,Watch this video about the government. Subscribe for more!,DE
Itq5tTUT_fk,2023-09-12,100 Things You Didn't Know About the Government,5-Minute Crafts,26,Howto & Style,2023-08-19T12:46:00.000Z,100 fans|the ocean|trending|youtube,6830211,579303,20943,253060,False,False,Watch this video about youtube. Subscribe for more!,AU
VdSNgmsdl9v,2024-08-27,I Spent 100 Days Living Underground,Saturday Night Live,23,Comedy,2024-08-01T17:41:00.000Z,youtube|surviving on $1|minecraft|the ocean|building a house|trending,2207039,155196,39335,51805,False,False,Watch this video about climate change. Subscribe for more!,MX
tSmjVRkuD6s,2022-06-17,100 Things You Didn't Know About Music,5-Minute Crafts,26,Howto & Style,2022-06-12T12:52:00.000Z,eating only pizza|trending|tiktok|howto|youtube,9499939,294018,179890,108454,False,False,Watch this video about science. Subscribe for more!,IN
zUq8SHduo6o,2023-05-31,I Spent 3 Days Building a House,WWE,2,Autos & Vehicles,2023-05-21T09:18:00.000Z,vehicles|space|science|100 fans|youtube|trending|viral|autos,1374672,30319,8697,47561,False,False,Watch this video about amazon. Subscribe for more!,BR
FT2sJjFhpP6,2022-10-25,Reacting To Space,Veritasium,28,Science & Technology,2022-09-28T02:33:00.000Z,science|youtube|viral|technology|swimming with sharks,1763402,174117,28858,55285,False,False,Watch this video about minecraft. Subscribe for more!,CA
9ZEpHAbdXcz,2024-09-20,Why History Changed Everything,Jimmy Fallon,24,Entertainment,2024-09-04T21:43:00.000Z,trending|swimming with sharks|youtube|entertainment,10860415,1011961,133115,379430,False,False,Watch this video about food. Subscribe for more!,FR
sFz0o0ljEHM,2024-09-24,We Tried Minecraft So You Don't Have To,MrBeast,24,Entertainment,2024-09-18T19:53:00.000Z,this challenge|tiktok|the ocean|viral|famous youtubers|trending|climate change|entertainment|youtube|learning a new language,48478624,4760410,459345,569046,False,False,Watch this video about amazon. Subscribe for more!,BR
NQraYXVUwwS,2023-01-09,The REAL Reason Behind Space,BLACKPINK,10,Music,2022-12-12T22:08:00.000Z,music|money|living underground|tiktok|youtube|trending|viral|swimming with sharks,2281653,198650,37160,85185,False,False,Watch this video about money. Subscribe for more!,FR
0WmM8vTpH7l,2022-03-15,YouTube Is Not What You Think,Kurzgesagt,27,Education,2022-02-18T09:56:00.000Z,the government|youtube|ai|education|trending,153846,17494,2975,1699,False,False,Watch this video about science. Subscribe for more!,GB
R8wD8BYpduT,2022-11-05,Rating TikTok With my Friends,GoodMythicalMorning,22,People & Blogs,2022-10-21T18:41:00.000Z,building a house|blogs|people|trending|youtube|the government|science|tiktok|viral|eating only pizza,8945923,1038463,124715,294190,False,False,Watch this video about music. Subscribe for more!,GB
pNKV8wL-xl1,2023-08-15,Reacting To Science,Veritasium,28,Science & Technology,2023-08-01T06:02:00.000Z,the ocean|youtube|eating only pizza|technology|viral|trending,2098693,102608,11577,30851,False,False,Watch this video about 100 fans. Subscribe for more!,BR
SenfoXKAqOm,2023-10-27,How the Ocean Actually Works,Kurzgesagt,27,Education,2023-10-19T04:17:00.000Z,famous youtubers|youtube|education|trending,3023343,227213,60833,67381,False,False,Watch this video about ai. Subscribe for more!,GB
XVA-eE5_jrZ,2023-12-30,Reacting To this Challenge,Cocomelon,1,Film & Animation,2023-12-18T01:02:00.000Z,the algorithm|tiktok|learning a new language|youtube|the internet|animation|viral,752638,57991,3699,12332,False,False,Watch this video about music. Subscribe for more!,MX
ri0Cj8IdPZI,2024-11-23,Why Minecraft Changed Everything,Jimmy Fallon,24,Entertainment,2024-10-29T05:43:00.000Z,viral|food|youtube|ai|science,9926140,494243,245861,81794,False,False,Watch this video about youtube. Subscribe for more!,MX
N9ao4MJMI2x,2023-10-18,The Truth About the Ocean,Tasty,29,Nonprofits & Activism,2023-09-30T22:48:00.000Z,space|the ocean|viral|this experiment|the government|activism|trending|amazon|nonprofits|youtube,1449358,51100,4005,38578,False,False,Watch this video about history. Subscribe for more!,JP
haEch4WVwTd,2023-11-05,Surviving on $1 for 3 Hours Straight,CollegeHumor,23,Comedy,2023-10-18T04:59:00.000Z,music|breaking a world record|trending|minecraft|viral|comedy|youtube,6667996,591596,35334,73816,False,False,Watch this video about the algorithm. Subscribe for more!,JP
7FETzGC3F7y,2024-12-20,Why 100 Fans Changed Everything,BTS,25,News & Politics,2024-12-12T15:18:00.000Z,viral|this challenge|history|breaking a world record|the internet,1695445,38043,3869,20629,False,False,Watch this video about youtube. Subscribe for more!,JP
7VpRK3dzFHH,2024-12-30,The REAL Reason Behind the Ocean,Veritasium,28,Science & Technology,2024-12-05T16:24:00.000Z,trending|the algorithm|youtube|living underground|building a house|science|viral|amazon|technology,5270375,597230,51994,62006,False,False,Watch this video about ai. Subscribe for more!,JP
AtghOuHfQqj,2022-03-03,1 vs 1: this Experiment Edition,Jimmy Fallon,22,People & Blogs,2022-02-14T03:03:00.000Z,coding an app|history|the algorithm|youtube|trending,3562379,352433,72633,35656,False,False,Watch this video about youtube. Subscribe for more!,IN
mE2zFYNNsSj,2023-05-24,The REAL Reason Behind the Government,PewDiePie,19,Travel & Events,2023-04-25T01:16:00.000Z,100 fans|living underground|youtube|this experiment,2182620,173021,44864,74729,False,False,Watch this video about amazon. Subscribe for more!,MX
rIuB-RLPNyK,2023-03-16,Reacting To the Internet,Smosh,23,Comedy,2023-03-13T01:25:00.000Z,coding an app|viral|trending|this challenge|comedy|youtube|breaking a world record,8070296,233119,120940,225077,False,False,Watch this video about the algorithm. Subscribe for more!,GB
7W5sJSMNqJv,2023-03-31,Building a House for 100 Hours Straight,NowThis News,2,Autos & Vehicles,2023-03-19T19:07:00.000Z,science|vehicles|youtube|surviving on $1,2564159,155157,49922,56736,False,False,Watch this video about money. Subscribe for more!,IN
Zx7bGirUORg,2023-10-07,Building a House for 7 Hours Straight,Gordon Ramsay,28,Science & Technology,2023-09-24T04:24:00.000Z,famous youtubers|living underground|science|technology|this experiment|learning a new language,1671648,50644,16466,54218,False,False,Watch this video about space. Subscribe for more!,CA
9IqbcWYXTyv,2022-11-24,Building the Internet From Scratch,Smosh,23,Comedy,2022-10-31T08:13:00.000Z,ai|breaking a world record|living underground|viral|eating only pizza|comedy|youtube|climate change|amazon,10163916,411509,201767,169127,True,False,Watch this video about the government. Subscribe for more!,GB
fvNc_Xg3xsg,2022-11-14,The Truth About History,Ellen,24,Entertainment,2022-11-10T00:10:00.000Z,money|entertainment|swimming with sharks|trending,36479357,1839427,652805,1180942,False,False,Watch this video about space. Subscribe for more!,IN
L-krVCRWgg6,2022-10-27,Building the Government From Scratch,MKBHD,28,Science & Technology,2022-10-19T11:46:00.000Z,famous youtubers|technology|viral|trending|youtube|coding an app,6832649,269296,34851,74896,False,True,Watch this video about amazon. Subscribe for more!,CA
zgm16MTgoDq,2022-10-25,1 Things You Didn't Know About Space,NBA,20,Gaming,2022-10-24T14:28:00.000Z,music|famous youtubers|gaming|space|trending|viral|youtube,6280116,408491,43760,194717,False,False,Watch this video about space. Subscribe for more!,CA
P-2OcvByPCl,2022-05-25,30 Things You Didn't Know About Famous YouTubers,Markiplier,20,Gaming,2022-05-15T11:21:00.000Z,trending|viral|gaming|the ocean|minecraft|youtube|climate change|famous youtubers,6360330,696859,17869,157108,False,False,Watch this video about climate change. Subscribe for more!,FR
qGpbHEPsq1Q,2023-06-16,World's Most Expensive this Challenge,Lofi Girl,23,Comedy,2023-06-09T05:17:00.000Z,living underground|coding an app|trending|the government|the internet|comedy|viral,3161283,196695,72869,50169,False,False,Watch this video about famous youtubers. Subscribe for more!,IN
tyuQNUMetxu,2024-08-26,I Spent 24 Days Surviving on $1,5-Minute Crafts,26,Howto & Style,2024-08-05T17:26:00.000Z,building a house|this challenge|style|youtube|learning a new language|trending|viral|howto,9069060,728415,217349,273236,False,False,Watch this video about ai. Subscribe for more!,FR
OMp-Ek3ck6x,2023-10-19,How TikTok Actually Works,WWE,24,Entertainment,2023-09-20T09:01:00.000Z,entertainment|space|youtube|history|breaking a world record|this challenge|trending,828823,47194,19116,19263,False,False,Watch this video about youtube. Subscribe for more!,GB
RiS2UjOXnz5,2022-08-12,How History Actually Works,Dude Perfect,23,Comedy,2022-07-18T05:40:00.000Z,this experiment|viral|food|comedy|trending|youtube|swimming with sharks,3683677,181718,88345,92882,False,False,Watch this video about minecraft. Subscribe for more!,JP
XT0L6RBEck_,2023-03-28,I Spent 7 Days Living Underground,BBC News,22,People & Blogs,2023-03-24T00:26:00.000Z,youtube|coding an app|trending|people|viral|famous youtubers|the algorithm|blogs,7803254,893696,151212,73103,False,False,Watch this video about amazon. Subscribe for more!,GB
Du0EHxPWse-,2023-02-17,I Challenged History,NowThis News,25,News & Politics,2023-01-30T17:46:00.000Z,youtube|viral|space|learning a new language,692391,43938,15568,26117,False,False,Watch this video about amazon. Subscribe for more!,US
1628EWDZguO,2023-10-31,Why the Ocean Changed Everything,Warner Music,10,Music,2023-10-10T23:25:00.000Z,the internet|music|youtube|climate change,7113292,274282,70664,98182,False,False,Watch this video about this challenge. Subscribe for more!,CA
RS16WSMzS2Q,2023-02-16,We Tried the Ocean So You Don't Have To,Lofi Girl,10,Music,2023-02-13T03:17:00.000Z,minecraft|surviving on $1|famous youtubers|learning a new language|music|youtube|tiktok,14728757,529034,219941,211557,False,False,Watch this video about this challenge. Subscribe for more!,US
_cR_LK19meM,2023-06-12,Building Money From Scratch,MKBHD,28,Science & Technology,2023-05-24T04:46:00.000Z,100 fans|tiktok|living underground|ai|technology|science|learning a new language|swimming with sharks|eating only pizza|trending,638967,63077,10736,11470,False,False,Watch this video about money. Subscribe for more!,FR
BhaYA0gJCp5,2023-07-25,I Challenged the Internet,Veritasium,28,Science & Technology,2023-07-13T14:25:00.000Z,ai|eating only pizza|youtube|trending|viral|science|technology|swimming with sharks,253483,6171,2169,10088,False,False,Watch this video about famous youtubers. Subscribe for more!,US
6gd7f1rq104,2022-07-18,How Money Actually Works,Vlad and Niki,23,Comedy,2022-06-27T06:36:00.000Z,learning a new language|comedy|amazon|ai|food,4156189,246570,20745,42453,False,False,Watch this video about food. Subscribe for more!,CA
sz45zqkRZPO,2024-08-23,I Spent 30 Days Building a House,NBA,10,Music,2024-08-02T06:58:00.000Z,100 fans|minecraft|trending|youtube|viral|music|building a house,4269331,486184,44201,35556,False,False,Watch this video about amazon. Subscribe for more!,CA
lGUlh4iQDVf,2022-07-13,How the Algorithm Actually Works,CNN,23,Comedy,2022-06-14T20:53:00.000Z,breaking a world record|the government|youtube|swimming with sharks,9210743,991504,190794,268969,False,False,Watch this video about science. Subscribe for more!,DE
eIHOosAHf_1,2024-08-14,Reacting To Minecraft,Vox,26,Howto & Style,2024-07-16T17:26:00.000Z,trending|surviving on $1|howto|swimming with sharks|viral|living underground|style,5709408,659427,62753,127249,False,False,Watch this video about the algorithm. Subscribe for more!,JP
fWtKvXn1FoN,2022-06-02,How Money Actually Works,T-Series,10,Music,2022-05-14T06:39:00.000Z,learning a new language|building a house|trending|music|surviving on $1,4631263,203265,87221,100587,False,False,Watch this video about the internet. Subscribe for more!,DE
olVIPoUfaN1,2022-04-17,I Challenged Famous YouTubers,DC,1,Film & Animation,2022-04-13T21:38:00.000Z,animation|surviving on $1|living underground|viral,33782492,3466700,274233,1057163,False,False,Watch this video about tiktok. Subscribe for more!,US
5kXUaS8gWwm,2022-09-23,The Truth About Music,Universal Music,27,Education,2022-09-11T06:04:00.000Z,youtube|food|viral|trending|100 fans|education,2756422,217317,5990,38463,False,False,Watch this video about amazon. Subscribe for more!,CA
Z3s2h86BMEJ,2022-07-28,We Tried Money So You Don't Have To,Smosh,2,Autos & Vehicles,2022-07-01T01:15:00.000Z,trending|tiktok|famous youtubers|youtube|learning a new language,1482643,35773,16713,48295,False,False,Watch this video about history. Subscribe for more!,MX
xUg3LlJFhOg,2023-07-05,I Spent 1 Days Breaking a World Record,Marvel,1,Film & Animation,2023-06-18T16:04:00.000Z,youtube|film|animation|viral|learning a new language|famous youtubers|the government|trending,44590458,1820158,883899,1718656,False,False,Watch this video about history. Subscribe for more!,FR
ApwFWXAoY4V,2022-08-18,How Space Actually Works,Universal Music,15,Pets & Animals,2022-07-20T15:23:00.000Z,viral|the ocean|youtube|minecraft|trending|animals|100 fans|the algorithm|swimming with sharks|pets,3022324,297366,39554,79187,False,False,Watch this video about the internet. Subscribe for more!,FR
IfXaYkWqiKT,2022-09-12,The REAL Reason Behind Famous YouTubers,BBC News,28,Science & Technology,2022-08-30T04:13:00.000Z,100 fans|viral|surviving on $1|the government|science|this experiment|youtube|technology|history,1527008,167635,31929,42529,False,False,Watch this video about amazon. Subscribe for more!,CA
1cYE3fBVlov,2022-05-23,10 Things You Didn't Know About this Experiment,MrBeast,2,Autos & Vehicles,2022-04-26T01:26:00.000Z,the ocean|space|viral|trending|learning a new language|youtube|the algorithm|vehicles|autos,614737,41171,12958,10398,False,False,Watch this video about the algorithm. Subscribe for more!,US
RFrYhzV8S25,2024-03-31,I Challenged the Algorithm,Saturday Night Live,19,Travel & Events,2024-03-10T04:14:00.000Z,youtube|the government|viral|100 fans|events|travel|trending,13718056,406395,68595,293967,False,False,Watch this video about famous youtubers. Subscribe for more!,JP
g2QjnY_swW2,2022-06-20,We Tried Famous YouTubers So You Don't Have To,Zee Music,10,Music,2022-05-29T04:06:00.000Z,tiktok|breaking a world record|trending|food|the algorithm|music|minecraft|the ocean|viral,7815730,419027,142152,221302,False,False,Watch this video about ai. Subscribe for more!,JP
Y_U--K32YTB,2022-06-17,Rating YouTube With MrBeast,BLACKPINK,17,Sports,2022-06-14T02:45:00.000Z,eating only pizza|youtube|viral|the government|money|history|the algorithm,23865056,1739571,243206,653674,False,False,Watch this video about 100 fans. Subscribe for more!,IN
0ttCdY5_urF,2022-08-06,Why the Ocean Changed Everything,Sony Music,29,Nonprofits & Activism,2022-07-24T09:46:00.000Z,the algorithm|viral|space|eating only pizza|trending|activism|this challenge,3336184,131805,70292,54851,False,False,Watch this video about science. Subscribe for more!,BR
AhcDvFW0xOB,2022-07-23,Reacting To TikTok,Dude Perfect,23,Comedy,2022-07-15T11:40:00.000Z,minecraft|youtube|viral|trending|the government|climate change|amazon|the ocean,2190434,160789,42692,74018,False,False,Watch this video about the internet. Subscribe for more!,AU
kTcQ8enmCVV,2024-06-21,The Truth About Science,Linus Tech Tips,28,Science & Technology,2024-06-16T16:06:00.000Z,technology|money|the internet|trending,983290,34149,23360,20978,True,False,Watch this video about food. Subscribe for more!,CA
b6a4CZP4g8n,2023-06-09,The Truth About this Challenge,Warner Music,10,Music,2023-05-12T12:51:00.000Z,amazon|climate change|tiktok|building a house|music|space|youtube|ai,11538727,1066483,35003,442830,False,False,Watch this video about music. Subscribe for more!,BR
9c2JS1c8vI9,2022-07-26,Music Is Not What You Think,BBC News,29,Nonprofits & Activism,2022-06-26T04:09:00.000Z,food|the government|learning a new language|activism|nonprofits,11007060,869806,249594,270306,True,False,Watch this video about ai. Subscribe for more!,FR
UproB2Vqal4,2022-02-04,I Spent 10 Days Building a House,Markiplier,15,Pets & Animals,2022-02-03T05:29:00.000Z,youtube|viral|building a house|tiktok|trending|music|the algorithm,761740,88697,16508,15467,False,False,Watch this video about the algorithm. Subscribe for more!,US
JX9TwjjrXzM,2023-02-21,Building Space From Scratch,Cocomelon,28,Science & Technology,2023-02-18T05:50:00.000Z,science|trending|space|climate change,2615073,280673,64503,23180,False,False,Watch this video about ai. Subscribe for more!,DE
fm164NyiDar,2023-04-09,The REAL Reason Behind Food,Markiplier,24,Entertainment,2023-03-17T17:15:00.000Z,breaking a world record|entertainment|learning a new language|climate change|swimming with sharks|youtube|trending|history|viral,9950158,1051734,106593,78010,False,False,Watch this video about youtube. Subscribe for more!,US
wUnHrDpPknl,2022-11-21,7 Things You Didn't Know About Science,GoodMythicalMorning,2,Autos & Vehicles,2022-11-14T17:50:00.000Z,minecraft|the internet|viral|the ocean|autos|vehicles,1591082,99543,9333,20620,False,False,Watch this video about famous youtubers. Subscribe for more!,CA
LRcTnFy7D0b,2024-11-03,The Truth About Money,MKBHD,28,Science & Technology,2024-10-14T18:32:00.000Z,space|youtube|viral|the ocean|eating only pizza,137358,11546,269,2416,False,False,Watch this video about 100 fans. Subscribe for more!,DE
5WqzdSJqpjr,2024-07-04,The REAL Reason Behind History,Linus Tech Tips,28,Science & Technology,2024-07-01T08:49:00.000Z,breaking a world record|history|science|technology|swimming with sharks|youtube|coding an app|viral|this challenge|eating only pizza,3658550,134655,68078,124547,False,False,Watch this video about ai. Subscribe for more!,CA
5AxD3BR2wAz,2022-03-21,30 Things You Didn't Know About the Ocean,TED,27,Education,2022-03-11T23:22:00.000Z,climate change|viral|living underground|youtube,2089184,221037,50048,33453,False,False,Watch this video about amazon. Subscribe for more!,DE
6pMEui4sI5F,2024-11-13,World's Most Dangerous this Challenge,Universal Music,10,Music,2024-10-25T06:17:00.000Z,food|viral|living underground|youtube|trending|tiktok|music|climate change|history,1331309,138756,15614,25804,False,False,Watch this video about this experiment. Subscribe for more!,IN
lUH3_d-2eZ4,2023-12-06,We Tried Space So You Don't Have To,MrBeast,24,Entertainment,2023-11-14T07:51:00.000Z,living underground|the government|youtube|learning a new language|entertainment|music|food|trending|viral,3066419,185047,38017,26459,False,False,Watch this video about youtube. Subscribe for more!,DE
zkcGY8H7KvE,2023-04-25,Why this Experiment Changed Everything,SETIndia,24,Entertainment,2023-04-19T15:00:00.000Z,this experiment|the internet|youtube|trending|living underground|viral|the ocean|history|entertainment,5047132,264695,87954,190790,False,False,Watch this video about history. Subscribe for more!,US
cfCcuWjycVn,2024-08-16,How YouTube Actually Works,CollegeHumor,23,Comedy,2024-07-23T08:02:00.000Z,money|history|youtube|comedy|coding an app|trending|viral,4872045,562798,5285,76179,False,False,Watch this video about the government. Subscribe for more!,BR
_3RQJBxTYiG,2022-08-07,Building TikTok From Scratch,CollegeHumor,23,Comedy,2022-07-31T16:25:00.000Z,breaking a world record|trending|eating only pizza|coding an app|music,6066969,714292,98746,169123,False,False,Watch this video about ai. Subscribe for more!,US
F42KIndX8xi,2023-09-19,Reacting To this Experiment,Marvel,1,Film & Animation,2023-09-14T18:17:00.000Z,trending|ai|youtube|space|climate change|viral|film|the ocean|the government,9804528,478583,28060,80976,False,False,Watch this video about youtube. Subscribe for more!,BR
NuFnkMim6A8,2022-08-11,I Challenged Science,Lofi Girl,10,Music,2022-07-25T03:20:00.000Z,trending|building a house|youtube|viral|music|money|breaking a world record,30947013,1736486,732864,248208,False,False,Watch this video about the ocean. Subscribe for more!,GB
zjAGUVFS0IF,2022-11-23,Why Space Changed Everything,ESPN,17,Sports,2022-10-25T09:04:00.000Z,music|this challenge|trending|youtube|100 fans,13825499,855929,166377,302882,False,False,Watch this video about minecraft. Subscribe for more!,GB
Ia64NrBFAaJ,2024-09-17,I Spent 3 Days Coding an App,Vox,27,Education,2024-08-19T03:26:00.000Z,minecraft|education|trending|climate change|viral|coding an app|learning a new language|youtube,738141,85101,18109,12430,False,False,Watch this video about amazon. Subscribe for more!,MX
44h-HSQanKM,2022-04-04,Building 100 Fans From Scratch,Dude Perfect,17,Sports,2022-03-05T02:46:00.000Z,space|minecraft|sports|youtube|ai|viral|trending|the internet|the government,4977001,307919,82600,94287,False,False,Watch this video about the ocean. Subscribe for more!,MX
5ROzsuZJBmq,2022-03-24,I Spent 1000 Days Swimming with Sharks,Cocomelon,2,Autos & Vehicles,2022-03-16T02:24:00.000Z,autos|viral|the algorithm|trending|eating only pizza,2538732,64627,28303,16299,False,False,Watch this video about climate change. Subscribe for more!,GB
